Mot	CompteLocal	CompteGlobal	Différence	Lafon
交换	38	58	-20	0.8321
经过	38	58	-20	0.8321
现实	38	58	-20	0.8321
商品	38	58	-20	0.8321
当	38	58	-20	0.8321
、	988	1513	-525	0.8293
；	248	380	-132	0.8288
重視	30	46	-16	0.8282
生产	30	46	-16	0.8282
寬容	15	23	-8	0.8282
另	30	46	-16	0.8282
觀點	56	86	-30	0.8270
免	96	148	-52	0.8238
百科	88	136	-48	0.8217
罗	22	34	-12	0.8217
用	40	62	-22	0.8193
匮乏	36	56	-20	0.8164
《	93	145	-52	0.8145
19	14	22	-8	0.8082
示威	14	22	-8	0.8082
定	56	88	-32	0.8082
束縛	14	22	-8	0.8082
改良	14	22	-8	0.8082
翻譯為	14	22	-8	0.8082
运用	14	22	-8	0.8082
更改	14	22	-8	0.8082
於意識	14	22	-8	0.8082
凱恩斯	14	22	-8	0.8082
仇恨	14	22	-8	0.8082
继续	14	22	-8	0.8082
如性	14	22	-8	0.8082
广阔	14	22	-8	0.8082
任何人	14	22	-8	0.8082
意念	14	22	-8	0.8082
发挥	14	22	-8	0.8082
放	14	22	-8	0.8082
潮流	14	22	-8	0.8082
相對	14	22	-8	0.8082
本	26	41	-15	0.8053
经济学	38	60	-22	0.8043
法律	93	147	-54	0.8035
佛教	44	70	-26	0.7983
自然	54	86	-32	0.7974
独立	20	32	-12	0.7937
定义	76	122	-46	0.7911
與	62	100	-38	0.7874
我	78	126	-48	0.7862
首先	16	26	-10	0.7815
1	11	18	-7	0.7761
^	47	77	-30	0.7752
智	6	10	-4	0.7620
朋友	6	10	-4	0.7620
煽动	6	10	-4	0.7620
哲学史	6	10	-4	0.7620
除外	6	10	-4	0.7620
游行	6	10	-4	0.7620
惊奇	12	20	-8	0.7620
數人	6	10	-4	0.7620
即兴	6	10	-4	0.7620
定義為	6	10	-4	0.7620
全球化	12	20	-8	0.7620
18	6	10	-4	0.7620
造谣	6	10	-4	0.7620
自主性	6	10	-4	0.7620
匹配	6	10	-4	0.7620
聖誕	6	10	-4	0.7620
亚当斯	6	10	-4	0.7620
阐释	6	10	-4	0.7620
我行我素	6	10	-4	0.7620
關系	6	10	-4	0.7620
封闭	6	10	-4	0.7620
對權力	6	10	-4	0.7620
多樣性	6	10	-4	0.7620
新规	6	10	-4	0.7620
女子	6	10	-4	0.7620
权力	6	10	-4	0.7620
追寻	6	10	-4	0.7620
為名	6	10	-4	0.7620
社群主义	6	10	-4	0.7620
众	6	10	-4	0.7620
趋势	6	10	-4	0.7620
尊嚴	12	20	-8	0.7620
同样	6	10	-4	0.7620
仰	6	10	-4	0.7620
偶然性	6	10	-4	0.7620
多元主义	6	10	-4	0.7620
方法论	12	20	-8	0.7620
隔离	6	10	-4	0.7620
确定性	6	10	-4	0.7620
亚里士	6	10	-4	0.7620
博爱	6	10	-4	0.7620
领域	26	44	-18	0.7504
10	7	12	-5	0.7408
研究	14	24	-10	0.7408
幸福	14	24	-10	0.7408
任务	4	7	-3	0.7257
增加	16	28	-12	0.7257
维基	64	112	-48	0.7257
除	8	14	-6	0.7257
內容	8	14	-6	0.7257
free	24	42	-18	0.7257
4	17	30	-13	0.7197
核心	14	25	-11	0.7112
6	5	9	-4	0.7055
因	22	40	-18	0.6985
3	20	38	-18	0.6684
20	11	21	-10	0.6652
7	13	25	-12	0.6604
成长	6	12	-6	0.6350
​	6	12	-6	0.6350
近代	24	48	-24	0.6350
1970	4	8	-4	0.6350
争议	8	16	-8	0.6350
14	4	8	-4	0.6350
83414279	4	8	-4	0.6350
1980	4	8	-4	0.6350
83608928	4	8	-4	0.6350
适用	6	12	-6	0.6350
5	4	8	-4	0.6350
功利	8	16	-8	0.6350
250	8	16	-8	0.6350
200	4	8	-4	0.6350
2	33	69	-36	0.6074
讨论	36	78	-42	0.5861
苏格拉底	8	18	-10	0.5644
心物	8	18	-10	0.5644
二元论	8	18	-10	0.5644
洛克	8	18	-10	0.5644
协定	8	18	-10	0.5644
共和制	8	18	-10	0.5644
天主教	16	36	-20	0.5644
[	78	176	-98	0.5628
]	61	152	-91	0.5097
关注	28	71	-43	0.5008
页	14	36	-22	0.4939
和平	4	11	-7	0.4618
释义	4	11	-7	0.4618
連結	8	22	-14	0.4618
语言	8	22	-14	0.4618
學	6	18	-12	0.4233
8	1	3	-2	0.4233
倫理	8	24	-16	0.4233
德性	8	24	-16	0.4233
2024	4	12	-8	0.4233
论	16	56	-40	0.3628
-	32	140	-108	0.2903
编辑	30	140	-110	0.2721
登录	0	18	-18	0.0000
06	0	1	-1	0.0000
百科团队	0	18	-18	0.0000
概觀	0	4	-4	0.0000
特点	0	6	-6	0.0000
Epicurean	6	0	6	0.0000
爭與	0	4	-4	0.0000
討	6	0	6	0.0000
產階級	0	2	-2	0.0000
缘何	6	0	6	0.0000
法部	2	0	2	0.0000
門	2	0	2	0.0000
共识	0	6	-6	0.0000
有利於	0	2	-2	0.0000
猶太教	0	6	-6	0.0000
槍	0	6	-6	0.0000
本质主义	0	6	-6	0.0000
宋代	0	2	-2	0.0000
97	0	2	-2	0.0000
管理	6	0	6	0.0000
and	6	0	6	0.0000
工业革命	0	6	-6	0.0000
場失靈	0	4	-4	0.0000
编	0	36	-36	0.0000
作者	0	19	-19	0.0000
武汉	0	2	-2	0.0000
麦迪逊	0	2	-2	0.0000
伊斯蘭教	0	6	-6	0.0000
11	0	4	-4	0.0000
虚无主义	6	0	6	0.0000
Liberty	0	6	-6	0.0000
伴侶	1	0	1	0.0000
Paradox	6	0	6	0.0000
简介	0	6	-6	0.0000
注册	0	18	-18	0.0000
45	4	0	4	0.0000
素养	0	2	-2	0.0000
词源	0	1	-1	0.0000
主專制	4	0	4	0.0000
黄河	0	4	-4	0.0000
>	0	24	-24	0.0000
zì	0	6	-6	0.0000
2019	0	5	-5	0.0000
「形而上	2	0	2	0.0000
下發動	0	2	-2	0.0000
心物调	0	2	-2	0.0000
貨幣	6	0	6	0.0000
身边	6	0	6	0.0000
正式	0	6	-6	0.0000
Afrikaans	0	8	-8	0.0000
福利制	6	0	6	0.0000
ì	0	6	-6	0.0000
條目	0	14	-14	0.0000
+	0	22	-22	0.0000
趨勢	6	0	6	0.0000
时刻	0	1	-1	0.0000
机械唯物主义	0	6	-6	0.0000
存	6	0	6	0.0000
援助	0	6	-6	0.0000
费尔巴	0	6	-6	0.0000
多邊	6	0	6	0.0000
参见	0	12	-12	0.0000
传视	0	12	-12	0.0000
查	0	42	-42	0.0000
美德	0	6	-6	0.0000
关联	0	12	-12	0.0000
盡責	6	0	6	0.0000
确保	0	2	-2	0.0000
自治	0	2	-2	0.0000
障	6	0	6	0.0000
許無法	0	2	-2	0.0000
工作	6	0	6	0.0000
115	0	2	-2	0.0000
勞工	0	2	-2	0.0000
儲蓄	0	2	-2	0.0000
建設	2	0	2	0.0000
外部	0	4	-4	0.0000
政府主义	12	0	12	0.0000
社会科学	0	6	-6	0.0000
合作	0	18	-18	0.0000
價格	6	0	6	0.0000
真实	0	1	-1	0.0000
2000	1	0	1	0.0000
大量	0	4	-4	0.0000
历程	0	6	-6	0.0000
章節	0	4	-4	0.0000
17	0	2	-2	0.0000
詹姆斯	0	2	-2	0.0000
无神论	0	6	-6	0.0000
2021	0	6	-6	0.0000
--	822	0	822	0.0000
进展	0	2	-2	0.0000
社科	0	18	-18	0.0000
修補市	0	2	-2	0.0000
君	6	0	6	0.0000
分权	2	0	2	0.0000
源	0	6	-6	0.0000
2023	0	4	-4	0.0000
點頭罷	0	2	-2	0.0000
收藏	0	18	-18	0.0000
戰	0	4	-4	0.0000
12	0	2	-2	0.0000
穩定	6	0	6	0.0000
立場	1	0	1	0.0000
转向	0	2	-2	0.0000
外观	0	16	-16	0.0000
老子	0	12	-12	0.0000
媒介	0	2	-2	0.0000
will	0	6	-6	0.0000
主主	6	0	6	0.0000
treatment	6	0	6	0.0000
约翰	0	6	-6	0.0000
特殊主义	0	12	-12	0.0000
本网	0	30	-30	0.0000
Involuntary	6	0	6	0.0000
挑	4	0	4	0.0000
中心	0	18	-18	0.0000
检索	6	0	6	0.0000
目录	0	16	-16	0.0000
改变	6	0	6	0.0000
*	6	0	6	0.0000
播报	0	52	-52	0.0000
查證	0	2	-2	0.0000
苏德	0	4	-4	0.0000
綑綁	0	2	-2	0.0000
权威	0	18	-18	0.0000
space	6	0	6	0.0000
报	0	6	-6	0.0000
网	0	6	-6	0.0000
频	0	6	-6	0.0000
yóu	0	12	-12	0.0000
绝对主义	0	12	-12	0.0000
0有用	0	18	-18	0.0000
经验	0	6	-6	0.0000
贾媛媛	0	4	-4	0.0000
开关	0	12	-12	0.0000
07	0	2	-2	0.0000
z	0	6	-6	0.0000
來達	0	2	-2	0.0000
原创	0	36	-36	0.0000
自主原	0	6	-6	0.0000
華人	0	4	-4	0.0000
集產	6	0	6	0.0000
证据	6	0	6	0.0000
探源	0	6	-6	0.0000
事務	6	0	6	0.0000
卡	2	0	2	0.0000
马克思	0	6	-6	0.0000
